anio,delito,cantidad
2016,Delito 28,35256.0
2017,Delito 28,47358.0
2018,Delito 28,61502.0
2019,Delito 28,99777.0
2020,Delito 28,58973.0
2021,Delito 28,72043.0
2022,Delito 28,77414.0
2023,Delito 28,73798.0
2024,Delito 28,91008.0
2017,Delito 28_01,273.0
2018,Delito 28_01,222.0
2019,Delito 28_01,848.0
2020,Delito 28_01,956.0
2021,Delito 28_01,1113.0
2022,Delito 28_01,1002.0
2023,Delito 28_01,1105.0
2024,Delito 28_01,950.0
2017,Delito 28_02,4513.0
2018,Delito 28_02,5958.0
2019,Delito 28_02,6634.0
2020,Delito 28_02,5023.0
2021,Delito 28_02,5505.0
2022,Delito 28_02,6321.0
2023,Delito 28_02,6954.0
2024,Delito 28_02,8015.0
2017,Delito 28_03,263.0
2018,Delito 28_03,645.0
2019,Delito 28_03,1298.0
2020,Delito 28_03,630.0
2021,Delito 28_03,880.0
2022,Delito 28_03,1078.0
2023,Delito 28_03,845.0
2024,Delito 28_03,556.0
2017,Delito 28_04,45.0
2018,Delito 28_04,20.0
2019,Delito 28_04,1475.0
2020,Delito 28_04,72.0
2021,Delito 28_04,10.0
2022,Delito 28_04,116.0
2023,Delito 28_04,0.0
2024,Delito 28_04,1.0
2017,Delito 28_05,97.0
2018,Delito 28_05,173.0
2019,Delito 28_05,208.0
2020,Delito 28_05,167.0
2021,Delito 28_05,206.0
2022,Delito 28_05,227.0
2023,Delito 28_05,135.0
2024,Delito 28_05,126.0
2017,Delito 28_06,7965.0
2018,Delito 28_06,8110.0
2019,Delito 28_06,12257.0
2020,Delito 28_06,9239.0
2021,Delito 28_06,8393.0
2022,Delito 28_06,10528.0
2023,Delito 28_06,10205.0
2024,Delito 28_06,9793.0
2017,Delito 28_07,21530.0
2018,Delito 28_07,28688.0
2019,Delito 28_07,53624.0
2020,Delito 28_07,31939.0
2021,Delito 28_07,44588.0
2022,Delito 28_07,48942.0
2023,Delito 28_07,46452.0
2024,Delito 28_07,58232.0
2017,Delito 28_08,86.0
2018,Delito 28_08,123.0
2019,Delito 28_08,107.0
2020,Delito 28_08,68.0
2021,Delito 28_08,105.0
2022,Delito 28_08,188.0
2023,Delito 28_08,154.0
2024,Delito 28_08,134.0
2017,Delito 28_09,1315.0
2018,Delito 28_09,899.0
2019,Delito 28_09,560.0
2020,Delito 28_09,382.0
2021,Delito 28_09,623.0
2022,Delito 28_09,779.0
2023,Delito 28_09,502.0
2024,Delito 28_09,598.0
2017,Delito 28_10,11271.0
2018,Delito 28_10,16664.0
2019,Delito 28_10,22766.0
2020,Delito 28_10,10497.0
2021,Delito 28_10,10620.0
2022,Delito 28_10,8233.0
2023,Delito 28_10,7446.0
2024,Delito 28_10,12603.0
2000,Delito 29,16195.0
2001,Delito 29,17956.0
2002,Delito 29,23139.0
2003,Delito 29,22004.0
2004,Delito 29,22522.0
2005,Delito 29,25332.0
2006,Delito 29,26042.0
2007,Delito 29,23066.0
2008,Delito 29,30986.0
2009,Delito 29,29270.0
2010,Delito 29,29502.0
2011,Delito 29,33725.0
2012,Delito 29,29655.0
2013,Delito 29,34633.0
2014,Delito 29,35104.0
2015,Delito 29,35282.0
2016,Delito 29,34504.0
2017,Delito 29,38945.0
2018,Delito 29,40064.0
2019,Delito 29,72618.0
2020,Delito 29,61460.0
2021,Delito 29,70887.0
2022,Delito 29,65612.0
2023,Delito 29,63692.0
2024,Delito 29,67496.0
2016,Delito 29_1,0.0
2017,Delito 29_1,53.0
2018,Delito 29_1,51.0
2019,Delito 29_1,95.0
2020,Delito 29_1,18.0
2021,Delito 29_1,54.0
2022,Delito 29_1,326.0
2023,Delito 29_1,43.0
2024,Delito 29_1,67.0
2016,Delito 29_2,7.0
2017,Delito 29_2,756.0
2018,Delito 29_2,787.0
2019,Delito 29_2,1621.0
2020,Delito 29_2,1170.0
2021,Delito 29_2,1649.0
2022,Delito 29_2,1715.0
2023,Delito 29_2,1582.0
2024,Delito 29_2,1328.0
2016,Delito 29_3,2.0
2017,Delito 29_3,218.0
2018,Delito 29_3,604.0
2019,Delito 29_3,3739.0
2020,Delito 29_3,1899.0
2021,Delito 29_3,3970.0
2022,Delito 29_3,3388.0
2023,Delito 29_3,2838.0
2024,Delito 29_3,1903.0
2016,Delito 29_4,25.0
2017,Delito 29_4,482.0
2018,Delito 29_4,332.0
2019,Delito 29_4,368.0
2020,Delito 29_4,190.0
2021,Delito 29_4,261.0
2022,Delito 29_4,327.0
2023,Delito 29_4,98.0
2024,Delito 29_4,153.0
2016,Delito 29_5,72.0
2017,Delito 29_5,6825.0
2018,Delito 29_5,5295.0
2019,Delito 29_5,25805.0
2020,Delito 29_5,18884.0
2021,Delito 29_5,17056.0
2022,Delito 29_5,15494.0
2023,Delito 29_5,17898.0
2024,Delito 29_5,16485.0
2016,Delito 29_6,2.0
2017,Delito 29_6,300.0
2018,Delito 29_6,170.0
2019,Delito 29_6,224.0
2020,Delito 29_6,118.0
2021,Delito 29_6,183.0
2022,Delito 29_6,396.0
2023,Delito 29_6,448.0
2024,Delito 29_6,597.0
2016,Delito 29_7,0.0
2017,Delito 29_7,4.0
2018,Delito 29_7,6.0
2019,Delito 29_7,20.0
2020,Delito 29_7,6.0
2021,Delito 29_7,7.0
2022,Delito 29_7,120.0
2023,Delito 29_7,7.0
2024,Delito 29_7,16.0
2016,Delito 29_8,1256.0
2017,Delito 29_8,30307.0
2018,Delito 29_8,32819.0
2019,Delito 29_8,40746.0
2020,Delito 29_8,39175.0
2021,Delito 29_8,47707.0
2022,Delito 29_8,43846.0
2023,Delito 29_8,40778.0
2024,Delito 29_8,46947.0
2000,Delito 30,130384.0
2001,Delito 30,202813.0
2002,Delito 30,118238.0
2003,Delito 30,130115.0
2004,Delito 30,128199.0
2005,Delito 30,126279.0
2006,Delito 30,145785.0
2007,Delito 30,133316.0
2008,Delito 30,115342.0
2009,Delito 30,99126.0
2010,Delito 30,97594.0
2011,Delito 30,91448.0
2012,Delito 30,109532.0
2013,Delito 30,103947.0
2014,Delito 30,110581.0
2015,Delito 30,93633.0
2016,Delito 30,102938.0
2017,Delito 30,161897.0
2018,Delito 30,178813.0
2019,Delito 30,148812.0
2020,Delito 30,119532.0
2021,Delito 30,88850.0
2022,Delito 30,74313.0
2023,Delito 30,75953.0
2024,Delito 30,85856.0
2000,Delito 31,3129.0
2001,Delito 31,3167.0
2002,Delito 31,2966.0
2003,Delito 31,2860.0
2004,Delito 31,2843.0
2005,Delito 31,2709.0
2006,Delito 31,2746.0
2007,Delito 31,2768.0
2008,Delito 31,3127.0
2009,Delito 31,3069.0
2010,Delito 31,3068.0
2011,Delito 31,3103.0
2012,Delito 31,3018.0
2013,Delito 31,2998.0
2014,Delito 31,3242.0
2015,Delito 31,2915.0
2016,Delito 31,3002.0
2017,Delito 31,3299.0
2018,Delito 31,3902.0
2019,Delito 31,3647.0
2020,Delito 31,3261.0
2021,Delito 31,3648.0
2022,Delito 31,3959.0
2023,Delito 31,4205.0
2024,Delito 31,4245.0
2016,Delito 32,132.0
2017,Delito 32,771.0
2018,Delito 32,239.0
2019,Delito 32,353.0
2020,Delito 32,326.0
2021,Delito 32,671.0
2022,Delito 32,359.0
2023,Delito 32,320.0
2024,Delito 32,330.0
2000,Delito 01 (víctimas),2805.0
2001,Delito 01 (víctimas),3143.0
2002,Delito 01 (víctimas),3571.0
2003,Delito 01 (víctimas),2967.0
2004,Delito 01 (víctimas),2341.0
2005,Delito 01 (víctimas),2203.0
2006,Delito 01 (víctimas),2111.0
2007,Delito 01 (víctimas),2139.0
2008,Delito 01 (víctimas),2377.0
2009,Delito 01 (víctimas),2645.0
2010,Delito 01 (víctimas),2383.0
2011,Delito 01 (víctimas),2516.0
2012,Delito 01 (víctimas),2656.0
2013,Delito 01 (víctimas),3173.0
2014,Delito 01 (víctimas),3253.0
2015,Delito 01 (víctimas),2846.0
2016,Delito 01 (víctimas),2628.0
2017,Delito 01 (víctimas),2313.0
2018,Delito 01 (víctimas),2384.0
2019,Delito 01 (víctimas),2308.0
2020,Delito 01 (víctimas),2419.0
2021,Delito 01 (víctimas),2094.0
2022,Delito 01 (víctimas),1958.0
2023,Delito 01 (víctimas),2047.0
2024,Delito 01 (víctimas),1803.0
2000,Delito 02 (víctimas),942.0
2001,Delito 02 (víctimas),985.0
2002,Delito 02 (víctimas),922.0
2003,Delito 02 (víctimas),974.0
2004,Delito 02 (víctimas),931.0
2005,Delito 02 (víctimas),978.0
2006,Delito 02 (víctimas),894.0
2007,Delito 02 (víctimas),827.0
2008,Delito 02 (víctimas),1036.0
2009,Delito 02 (víctimas),1258.0
2010,Delito 02 (víctimas),1247.0
2011,Delito 02 (víctimas),1499.0
2012,Delito 02 (víctimas),1561.0
2013,Delito 02 (víctimas),1658.0
2014,Delito 02 (víctimas),1925.0
2015,Delito 02 (víctimas),1724.0
2016,Delito 02 (víctimas),1777.0
2017,Delito 02 (víctimas),1808.0
2018,Delito 02 (víctimas),1698.0
2019,Delito 02 (víctimas),1802.0
2020,Delito 02 (víctimas),1755.0
2021,Delito 02 (víctimas),1678.0
2022,Delito 02 (víctimas),1488.0
2023,Delito 02 (víctimas),1675.0
2024,Delito 02 (víctimas),1693.0
2000,Delito 03 (víctimas),4297.0
2001,Delito 03 (víctimas),4339.0
2002,Delito 03 (víctimas),3550.0
2003,Delito 03 (víctimas),3531.0
2004,Delito 03 (víctimas),3982.0
2005,Delito 03 (víctimas),3983.0
2006,Delito 03 (víctimas),4326.0
2007,Delito 03 (víctimas),4364.0
2008,Delito 03 (víctimas),4554.0
2009,Delito 03 (víctimas),3824.0
2010,Delito 03 (víctimas),3980.0
2011,Delito 03 (víctimas),4163.0
2012,Delito 03 (víctimas),4076.0
2013,Delito 03 (víctimas),4633.0
2014,Delito 03 (víctimas),4635.0
2015,Delito 03 (víctimas),4330.0
2016,Delito 03 (víctimas),4302.0
2017,Delito 03 (víctimas),4730.0
2018,Delito 03 (víctimas),4803.0
2019,Delito 03 (víctimas),4189.0
2020,Delito 03 (víctimas),2983.0
2021,Delito 03 (víctimas),3827.0
2022,Delito 03 (víctimas),4183.0
2023,Delito 03 (víctimas),3956.0
2024,Delito 03 (víctimas),3539.0
2000,Delito 04 (víctimas),1119.0
2001,Delito 04 (víctimas),678.0
2002,Delito 04 (víctimas),621.0
2003,Delito 04 (víctimas),688.0
2004,Delito 04 (víctimas),785.0
2005,Delito 04 (víctimas),941.0
2006,Delito 04 (víctimas),797.0
2007,Delito 04 (víctimas),727.0
2008,Delito 04 (víctimas),641.0
2009,Delito 04 (víctimas),990.0
2010,Delito 04 (víctimas),754.0
2011,Delito 04 (víctimas),1026.0
2012,Delito 04 (víctimas),1191.0
2013,Delito 04 (víctimas),1009.0
2014,Delito 04 (víctimas),1587.0
2015,Delito 04 (víctimas),1081.0
2016,Delito 04 (víctimas),599.0
2017,Delito 04 (víctimas),694.0
2018,Delito 04 (víctimas),631.0
2019,Delito 04 (víctimas),550.0
2020,Delito 04 (víctimas),580.0
2021,Delito 04 (víctimas),648.0
2022,Delito 04 (víctimas),725.0
2023,Delito 04 (víctimas),821.0
2024,Delito 04 (víctimas),599.0
2000,Delito 05 (víctimas),112475.0
2001,Delito 05 (víctimas),124273.0
2002,Delito 05 (víctimas),130786.0
2003,Delito 05 (víctimas),137578.0
2004,Delito 05 (víctimas),148802.0
2005,Delito 05 (víctimas),149315.0
2006,Delito 05 (víctimas),150367.0
2007,Delito 05 (víctimas),146308.0
2008,Delito 05 (víctimas),154360.0
2009,Delito 05 (víctimas),156621.0
2010,Delito 05 (víctimas),154692.0
2011,Delito 05 (víctimas),171561.0
2012,Delito 05 (víctimas),171662.0
2013,Delito 05 (víctimas),167288.0
2014,Delito 05 (víctimas),184038.0
2015,Delito 05 (víctimas),179769.0
2016,Delito 05 (víctimas),147343.0
2017,Delito 05 (víctimas),159792.0
2018,Delito 05 (víctimas),143329.0
2019,Delito 05 (víctimas),154209.0
2020,Delito 05 (víctimas),144747.0
2021,Delito 05 (víctimas),166098.0
2022,Delito 05 (víctimas),177267.0
2023,Delito 05 (víctimas),177213.0
2024,Delito 05 (víctimas),180842.0
2000,Delito 06 (víctimas),61882.0
2001,Delito 06 (víctimas),68583.0
2002,Delito 06 (víctimas),61253.0
2003,Delito 06 (víctimas),64881.0
2004,Delito 06 (víctimas),74394.0
2005,Delito 06 (víctimas),84614.0
2006,Delito 06 (víctimas),96221.0
2007,Delito 06 (víctimas),111177.0
2008,Delito 06 (víctimas),121598.0
2009,Delito 06 (víctimas),115188.0
2010,Delito 06 (víctimas),112648.0
2011,Delito 06 (víctimas),112757.0
2012,Delito 06 (víctimas),106256.0
2013,Delito 06 (víctimas),102165.0
2014,Delito 06 (víctimas),94717.0
2015,Delito 06 (víctimas),97260.0
2016,Delito 06 (víctimas),106556.0
2017,Delito 06 (víctimas),112818.0
2018,Delito 06 (víctimas),111129.0
2019,Delito 06 (víctimas),107344.0
2020,Delito 06 (víctimas),72666.0
2021,Delito 06 (víctimas),94606.0
2022,Delito 06 (víctimas),104372.0
2023,Delito 06 (víctimas),104825.0
2024,Delito 06 (víctimas),107683.0
2000,Delito 07 (víctimas),11410.0
2001,Delito 07 (víctimas),9287.0
2002,Delito 07 (víctimas),7524.0
2003,Delito 07 (víctimas),7664.0
2004,Delito 07 (víctimas),8931.0
2005,Delito 07 (víctimas),9937.0
2006,Delito 07 (víctimas),11814.0
2007,Delito 07 (víctimas),10920.0
2008,Delito 07 (víctimas),10335.0
2009,Delito 07 (víctimas),18167.0
2010,Delito 07 (víctimas),20244.0
2011,Delito 07 (víctimas),25299.0
2012,Delito 07 (víctimas),27664.0
2013,Delito 07 (víctimas),29929.0
2014,Delito 07 (víctimas),29367.0
2015,Delito 07 (víctimas),25887.0
2016,Delito 07 (víctimas),15926.0
2017,Delito 07 (víctimas),18265.0
2018,Delito 07 (víctimas),17750.0
2019,Delito 07 (víctimas),16109.0
2020,Delito 07 (víctimas),10554.0
2021,Delito 07 (víctimas),13860.0
2022,Delito 07 (víctimas),14130.0
2023,Delito 07 (víctimas),15442.0
2024,Delito 07 (víctimas),13813.0
2000,Delito 08 (víctimas),22033.0
2001,Delito 08 (víctimas),18965.0
2002,Delito 08 (víctimas),17741.0
2003,Delito 08 (víctimas),17239.0
2004,Delito 08 (víctimas),17619.0
2005,Delito 08 (víctimas),16625.0
2006,Delito 08 (víctimas),18381.0
2007,Delito 08 (víctimas),23753.0
2008,Delito 08 (víctimas),30411.0
2009,Delito 08 (víctimas),29715.0
2010,Delito 08 (víctimas),30631.0
2011,Delito 08 (víctimas),33239.0
2012,Delito 08 (víctimas),30792.0
2013,Delito 08 (víctimas),38746.0
2014,Delito 08 (víctimas),50901.0
2015,Delito 08 (víctimas),45812.0
2016,Delito 08 (víctimas),55836.0
2017,Delito 08 (víctimas),53630.0
2018,Delito 08 (víctimas),61084.0
2019,Delito 08 (víctimas),55282.0
2020,Delito 08 (víctimas),51487.0
2021,Delito 08 (víctimas),47674.0
2022,Delito 08 (víctimas),43183.0
2023,Delito 08 (víctimas),46971.0
2024,Delito 08 (víctimas),49574.0
2000,Delito 09 (víctimas),383.0
2001,Delito 09 (víctimas),408.0
2002,Delito 09 (víctimas),308.0
2003,Delito 09 (víctimas),332.0
2004,Delito 09 (víctimas),392.0
2005,Delito 09 (víctimas),329.0
2006,Delito 09 (víctimas),373.0
2007,Delito 09 (víctimas),650.0
2008,Delito 09 (víctimas),257.0
2009,Delito 09 (víctimas),352.0
2010,Delito 09 (víctimas),244.0
2011,Delito 09 (víctimas),319.0
2012,Delito 09 (víctimas),433.0
2013,Delito 09 (víctimas),609.0
2014,Delito 09 (víctimas),863.0
2015,Delito 09 (víctimas),431.0
2016,Delito 09 (víctimas),473.0
2017,Delito 09 (víctimas),460.0
2018,Delito 09 (víctimas),548.0
2019,Delito 09 (víctimas),726.0
2020,Delito 09 (víctimas),788.0
2021,Delito 09 (víctimas),811.0
2022,Delito 09 (víctimas),663.0
2023,Delito 09 (víctimas),789.0
2024,Delito 09 (víctimas),865.0
2000,Delito 10 (víctimas),3107.0
2001,Delito 10 (víctimas),3377.0
2002,Delito 10 (víctimas),3098.0
2003,Delito 10 (víctimas),3521.0
2004,Delito 10 (víctimas),3529.0
2005,Delito 10 (víctimas),3223.0
2006,Delito 10 (víctimas),3386.0
2007,Delito 10 (víctimas),3352.0
2008,Delito 10 (víctimas),3494.0
2009,Delito 10 (víctimas),4429.0
2010,Delito 10 (víctimas),4330.0
2011,Delito 10 (víctimas),4299.0
2012,Delito 10 (víctimas),4430.0
2013,Delito 10 (víctimas),4504.0
2014,Delito 10 (víctimas),3943.0
2015,Delito 10 (víctimas),3666.0
2016,Delito 10 (víctimas),3787.0
2017,Delito 10 (víctimas),3919.0
2018,Delito 10 (víctimas),4282.0
2019,Delito 10 (víctimas),5627.0
2020,Delito 10 (víctimas),5799.0
2021,Delito 10 (víctimas),7051.0
2022,Delito 10 (víctimas),7161.0
2023,Delito 10 (víctimas),6473.0
2024,Delito 10 (víctimas),6375.0
2000,Delito 11 (víctimas),6173.0
2001,Delito 11 (víctimas),6002.0
2002,Delito 11 (víctimas),5997.0
2003,Delito 11 (víctimas),6698.0
2004,Delito 11 (víctimas),7152.0
2005,Delito 11 (víctimas),7087.0
2006,Delito 11 (víctimas),7683.0
2007,Delito 11 (víctimas),7486.0
2008,Delito 11 (víctimas),7297.0
2009,Delito 11 (víctimas),7893.0
2010,Delito 11 (víctimas),8468.0
2011,Delito 11 (víctimas),9003.0
2012,Delito 11 (víctimas),8873.0
2013,Delito 11 (víctimas),10208.0
2014,Delito 11 (víctimas),10382.0
2015,Delito 11 (víctimas),13236.0
2016,Delito 11 (víctimas),9326.0
2017,Delito 11 (víctimas),11631.0
2018,Delito 11 (víctimas),13279.0
2019,Delito 11 (víctimas),17164.0
2020,Delito 11 (víctimas),23999.0
2021,Delito 11 (víctimas),35641.0
2022,Delito 11 (víctimas),36753.0
2023,Delito 11 (víctimas),35113.0
2024,Delito 11 (víctimas),30218.0
2000,Delito 14 (víctimas),15628.0
2001,Delito 14 (víctimas),13729.0
2002,Delito 14 (víctimas),13921.0
2003,Delito 14 (víctimas),13267.0
2004,Delito 14 (víctimas),13238.0
2005,Delito 14 (víctimas),13213.0
2006,Delito 14 (víctimas),15810.0
2007,Delito 14 (víctimas),25395.0
2008,Delito 14 (víctimas),14916.0
2009,Delito 14 (víctimas),9593.0
2010,Delito 14 (víctimas),10435.0
2011,Delito 14 (víctimas),10928.0
2012,Delito 14 (víctimas),10597.0
2013,Delito 14 (víctimas),9689.0
2014,Delito 14 (víctimas),10588.0
2015,Delito 14 (víctimas),10663.0
2016,Delito 14 (víctimas),12447.0
2017,Delito 14 (víctimas),12481.0
2018,Delito 14 (víctimas),12138.0
2019,Delito 14 (víctimas),13637.0
2020,Delito 14 (víctimas),13526.0
2021,Delito 14 (víctimas),15023.0
2022,Delito 14 (víctimas),15331.0
2023,Delito 14 (víctimas),15960.0
2024,Delito 14 (víctimas),14101.0
2017,Delito 14_1 (víctimas),329.0
2018,Delito 14_1 (víctimas),221.0
2019,Delito 14_1 (víctimas),178.0
2020,Delito 14_1 (víctimas),271.0
2021,Delito 14_1 (víctimas),246.0
2022,Delito 14_1 (víctimas),425.0
2023,Delito 14_1 (víctimas),442.0
2024,Delito 14_1 (víctimas),294.0
2017,Delito 14_2 (víctimas),26.0
2018,Delito 14_2 (víctimas),30.0
2019,Delito 14_2 (víctimas),25.0
2020,Delito 14_2 (víctimas),129.0
2021,Delito 14_2 (víctimas),99.0
2022,Delito 14_2 (víctimas),90.0
2023,Delito 14_2 (víctimas),56.0
2024,Delito 14_2 (víctimas),28.0
2017,Delito 14_3 (víctimas),12126.0
2018,Delito 14_3 (víctimas),11887.0
2019,Delito 14_3 (víctimas),13434.0
2020,Delito 14_3 (víctimas),13126.0
2021,Delito 14_3 (víctimas),14678.0
2022,Delito 14_3 (víctimas),14816.0
2023,Delito 14_3 (víctimas),15462.0
2024,Delito 14_3 (víctimas),13779.0
2000,Delito 31 (víctimas),3129.0
2001,Delito 31 (víctimas),3167.0
2002,Delito 31 (víctimas),2966.0
2003,Delito 31 (víctimas),2860.0
2004,Delito 31 (víctimas),2843.0
2005,Delito 31 (víctimas),2712.0
2006,Delito 31 (víctimas),2746.0
2007,Delito 31 (víctimas),2768.0
2008,Delito 31 (víctimas),3130.0
2009,Delito 31 (víctimas),3087.0
2010,Delito 31 (víctimas),3093.0
2011,Delito 31 (víctimas),3126.0
2012,Delito 31 (víctimas),3067.0
2013,Delito 31 (víctimas),3060.0
2014,Delito 31 (víctimas),3296.0
2015,Delito 31 (víctimas),2953.0
2016,Delito 31 (víctimas),2897.0
2017,Delito 31 (víctimas),3304.0
2018,Delito 31 (víctimas),3903.0
2019,Delito 31 (víctimas),3647.0
2020,Delito 31 (víctimas),3262.0
2021,Delito 31 (víctimas),3648.0
2022,Delito 31 (víctimas),3959.0
2023,Delito 31 (víctimas),4205.0
2024,Delito 31 (víctimas),4249.0
